"File","PrimaryModule","ReferencedBy","Disposition","SizeBytes","SHA256","Notes"
"src/master/MainUI/MainUI.csproj.user","build-distribution","all projects;release packaging","Replace","3316","71687E4AD134641774026DD34D75DE98CC36BC63BE96230DA566D83735986401","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Model/DeviceInspectModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","2523","F85FD56DA5A963C33D357BF82064F8D3C848CB9B284FF21BA0196C5B2A0B3F86","需要人工归属确认"
"src/master/MainUI/Model/ErrStatisticsModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1357","1BE366F40DD7C6FE8D5B927A0C3D5949CF224DF81219EFC96638148D98C849AC","需要人工归属确认"
"src/master/MainUI/Model/ItemPointModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1273","6B6AC1E9638F93BEB5440BE5CCDE8F5A8179A1252502BA590B9A6D4BB1085C3E","需要人工归属确认"
"src/master/MainUI/Model/MeteringRemindModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","2590","7F717F1822F53EE312FA87E1AAC3349A973E78FDAA157E14EC45006B9A4D209D","需要人工归属确认"
"src/master/MainUI/Model/Models.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","3932","3C76DF547CBA7A9BEB21987CF7DDED166BDEF603D6DD767C8DBA59DA18C15E47","需要人工归属确认"
"src/master/MainUI/Model/NlogsModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1205","D389B513E1D5C4F5148AC523C01A17104DE7E1B78A4072EB5FA851FF0B790C27","需要人工归属确认"
"src/master/MainUI/Model/NotifyProperty.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","516","B32218E601D90849AE06D7F2E8DE44F9765C96F957C6A390158E32BDF9EA60C4","需要人工归属确认"
"src/master/MainUI/Model/OperateUserModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","4439","291C730A1BC7CEEFE874A421A0EE4E06A324F0459BDD3B0F1489A27902A79499","需要人工归属确认"
"src/master/MainUI/Model/TestProcessModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","2419","25F4919D9A0E64F3F4D3D9A4EF2FE008FDB9D5A7AC744DCDCD1FD04B11CA9E6F","需要人工归属确认"
"src/master/MainUI/Model/TestRecordModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","2304","CC744C57994B74827AC124E1383506B5B3828DA65902DE4B61AC7B91A29C0125","需要人工归属确认"
"src/master/MainUI/Model/TestStepModel.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1255","B5818558447A34DAD30F23A2F0A5B9C186EB713CA5B9ADD5DC89ADFFD9A72805","需要人工归属确认"
"src/master/MainUI/Modules/AIGrp.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1741","8A89094B12B31D0E434E57FAF12BBDB832EC78EA9E791A8741ED0E450BA32AEC","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/AIGrp.Designer.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1047","AFBFCEA284B2AD4A337167B0F8C2A5BE5871478F356AA67F3D6BC7A4D96A04B0","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/AOGrp.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","2330","4B85B173B3CD77FBAE0232A25283AB54D4A2247C789F08A88F9DFCF5A4904DD4","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/AOGrp.Designer.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1047","BDBC42A85D95850408A7BA35EA087BC4F42F1CF8C27EC252BABCA7A44D41FFA2","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/DIGrp.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1692","D2431CAC88FFDD616AE83A4F4904753705EE7DFE02709FDDBDFEF32299158AAE","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/DIGrp.Designer.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1047","F7F659E0C3AC9ED8609F30FA4C6BC75735A1407C55C76666AA66322B5542DC5A","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/DOGrp.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1921","2A4BA5A9C642B8F7BC9AA4BD20D48AAE58B8AE0C2AC0E1CC742C31879F14E605","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/DOGrp.Designer.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1047","367A1C4983CFCC12780EADA0F744D014A652DBED67C93197C527DFCAA3DA378C","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/OpcStatusGrp.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1021","C2578DF369431A5764A765BEAF03C73F5B07F86BD287CA31F2627F47E9237232","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/OpcStatusGrp.Designer.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1054","3946BC60A5BDD06D949362E39F891EFFF8F4768314B2A92E8175BFC56F2C1789","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/PLCCalibration.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","4950","34443751D669FD58AE3091DF283BF649734869B9DA65A2109889127365F57BF1","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/PLCCalibration.Designer.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1056","96FBBB56D99E9EDE271FBC443046333CC76972009A3A78A4074B373BDE517619","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/PLCCalibration.resx","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","5817","4363CD7D5B8671C72442CE1A1BFC10D64EBD24B2D718B54BD4FCD025E4967298","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/TestConGrp.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","2243","B9EACD20B772F6CCEE765D96A661CCD78C9057D093AB0FB48E677C13ADFFAED6","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/TestConGrp.Designer.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1046","964E8111DA7907918479F8C4B72D47C0AE9863AA1B751F90BAC861C0ECA3DE18","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/WSDGrp.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1654","05025CAC4B0DF622113780B7F221A780B233C226C10444F0CEFE1827ECE40FB9","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/Modules/WSDGrp.Designer.cs","gateway-boundary","XXX.TestBench.Gateway;IntegrationTests","Port","1048","1AB65CD7C37F4E23C88B0922BF65B5A2F5252DF785E62E97C27179D17DF098AF","设备/OPF/旧 OPC 边界；迁移为 DeviceGateway 或配置输入"
"src/master/MainUI/NLog.config","build-distribution","all projects;release packaging","Replace","4582","2A73C4407118E4450DF0F5C170C57347D6529A91DF49095D8E0C30DF41C078B9","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ControlHelper.cs","build-distribution","all projects;release packaging","Port","5378","A8CA30F0F9AF994E81942E0C0578147F883B32EB2CE94ABE1D87C78D6FD96711","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/Controls/SwitchPictureBox.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","10788","CBBE5C87F780C924FDFF3F7C8E19C33EB06C3C41F1BCA677C218658B8B10235E","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Controls/SwitchPictureBox.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","1069","1FFF72603410D4A91BEBB99E5F4AD01843D7982FE8145B83C7FF73DB23D4CC77","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Controls/SwitchPictureBox.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5817","4363CD7D5B8671C72442CE1A1BFC10D64EBD24B2D718B54BD4FCD025E4967298","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Controls/UcSwitch.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","4125","43E4CEFD403C6DB02F9A4A840CF5DE323BB1393FF1CA08AEE8D9FD776758124E","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Controls/UcSwitch.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","2992","EE1C60F34195E3844C6AB2A14AABF259E313452EFFD363908B38D502EADFC15C","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Controls/UcSwitch.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmDeviceInspectEdit.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","2771","B46D8C63C7B642727667562ABC3CEC04D2645E8DCEB060C3B6300D1D65B765AC","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmDeviceInspectEdit.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","10170","44486D98530685BD5B14AE731977F711629FCCBA06B1D5BB5A2B07A7C9936023","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmDeviceInspectEdit.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmErrStatisticsEdit.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","3040","480BD42A78D15CD1923272D99A0B6682D2D632CA3C4D12CB4AF04051B077F34F","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmErrStatisticsEdit.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","12687","2205AAB72A0F7416B3F1CAB572AED47E21C37682279BC8814C905FC6BE2BF3F0","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmErrStatisticsEdit.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmMeteringEdit.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","4809","33B92FE1A095A682DAB61EB6B7D2B404B88B890248C04427A10C35DAE6EC8646","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmMeteringEdit.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","17458","36E077FD2FDAA095CB1DD8C0F9CE80F68BB5BDFCA709BFD352F4C121DB4DE948","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmMeteringEdit.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmModelEdit.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","2941","03904272A05246FE3A13D79AA924C22743D30753E95D2A7A8FBC02001E39D631","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmModelEdit.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","12441","B8309E2716E020EBE89B3C35B3387E54109DCE19948222EEB7389EAA36264E6E","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmModelEdit.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmModelTypeEdit.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","2453","0A5981882537E637FA247D2388ACFF609C85BC2C823FECC7A697F678791B413E","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmModelTypeEdit.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","9976","4C40C03FCACD03010E3E8B3F28F8C3386BAE54932E28C9EFE89438F4814D8EDF","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmModelTypeEdit.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmPermissionEdit.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","4148","EB60A47A911E1F5EDCD9F6486ECA998B2211753F078B33A3FAA6EB5F658B9B6C","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmPermissionEdit.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","17739","5C5D285ECD62805E914493788A2A6AB8EDFE52F435876447D1A6D98124DC31F6","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmPermissionEdit.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmRoleEdit.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","2672","F40AF9666672D9E0570F3848DEBE1314DB9E7197D398F7A1763B4F4B7B8CB445","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmRoleEdit.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","10052","B929A566ABD4C360C67FB15AB3E190C425F732FC1B6A484C740606F67F393B4C","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmRoleEdit.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmTestProcess.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","4066","767B8E01EEDD0AFC43289E81ED8B42D09C757622A1A823864661D07293CD3718","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmTestProcess.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","15100","F1268524256400F0DFBA7A5E0119A6DA15131F8DC2AAAB32A742A13CD0610CC6","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Edit/frmTestProcess.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Mask/LayerForm.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","1261","CBFE5E6DCC9913122AE76CD957EDEDA2609DDF331684B4AFBFA8A96A8A3974AB","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Mask/LayerForm.Designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","1583","03B6DE4DEE3FD3793003AAA8D3A4C4EBED84C1093F2E1669BBB0F139B74D056D","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/Mask/LayerForm.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5748","A122F3E718C7A26B3B21F292AE61305DC66838BB76B93ED6A7669B2AB4CA3432","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/SubmitArgs.cs","build-distribution","all projects;release packaging","Port","887","18F3369316F842D58D6BEB8692F1FB2A2AA9FA0FACF2450BD503AC613825939A","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/Test/测试类型/CS_Test01.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","3091","93ED374F2E48D797ECBD67DEFAF20026D9BE37BBDEAE237B5A0334C2F05DE3D7","需要人工归属确认"
"src/master/MainUI/Procedure/Test/测试类型/CS_Test02.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","3092","93393BDDC3B18E602346A211455F4AB0757C7185EDC7AC18F736ED4F4E4D3BCF","需要人工归属确认"
"src/master/MainUI/Procedure/Test/测试类型/Test001.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","2321","95AF9B17D0FAB642D10DC5E99B77363C562CE167F9A3CD6BF02DD82338F18ADE","需要人工归属确认"
"src/master/MainUI/Procedure/Test/测试类型/Test002.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1781","66B6EF674F08A6C11C4F45467F3A85EF40F2110C082654A6A9132AD9F35610AF","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_CapacityTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","7832","9046CC341F4EB01DDDA862727867287C1F0A5C8365DB0E3D61A19F518F916A5B","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_DetermineTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","6338","2BFFA65DC3C24FC5EEA62A5084E621E45D7FB9E9CD0222D8A301D900529E771D","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_EffectTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","4181","3E7C3E7D8060629488222D3AFCE0BBC79C6702F938C96C43C7280B716AEDFF87","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_ExhaustValveTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","3416","55E9D51E8E5B904D928D55DE2C6E074A577CFBE233BB3A0E6597EC4E9CD5C771","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_InputCurrentTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","5444","0D05D71A86D0188A9E46CDE9F0203974375F389323B3C0AD129286326C8B8EDB","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_InsulationTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","14479","26CF3F7267EA340FD75A00038EB496A67E58B02F3280F8DDB1D75CBF2DADBBE2","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_LagTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","5784","2A7534ADE4D3368C6E37647E6AA256E5EB43172A08DFFB8D65D1C546DE866A34","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_OverlapPositionTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","2819","303171DAAB0677B66EDB10D279DBFCBDFECB7FDB1F6E5DBB11D5C8E7CBCCEC3A","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_PrepareTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1076","2714C34DA8EAD5F75AE9103C51189BCF4DB1FFBC00AF554096AE7FB7BEA1F65C","需要人工归属确认"
"src/master/MainUI/Procedure/Test/电空变换阀/EP_SupplyValveTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1835","64A92F024CDC1B619932C21AE4A5C800FDF5255F59816F8508437C477EF3C816","需要人工归属确认"
"src/master/MainUI/Procedure/Test/压力调整阀/B11_CapacityTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","2746","528910F8F3A1322683F92036449ACAA7939C6B3F1BB79761A392989E6EDE2F7A","需要人工归属确认"
"src/master/MainUI/Procedure/Test/压力调整阀/B11_HighLeakTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1807","D137363B6F12B1A9AF22174B37B61BD51D9EE092B42A134FA1D144F4961C6A96","需要人工归属确认"
"src/master/MainUI/Procedure/Test/压力调整阀/B11_HighVoltageSensitivityTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","5472","D7910FD94632CA8D859C9C3F410BA6BB97E6F63BFD1E249DAB23564EFADBDE0F","需要人工归属确认"
"src/master/MainUI/Procedure/Test/压力调整阀/B11_LowLeakTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","1767","48A3530771A3A45306E00762141450907DA30793C191E6421016FEFC2518F552","需要人工归属确认"
"src/master/MainUI/Procedure/Test/压力调整阀/B11_LowVoltageSensitivityTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","5474","363DBDBCE84FA80CF9F56A17C2F9F8657FC0FAA47A391D6794D8C75185694B4E","需要人工归属确认"
"src/master/MainUI/Procedure/Test/压力调整阀/B11_ProfilePressureTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","5219","B5A4C9F1FF84645F56ABD6AE1311A04C07A4BDD9630B66D8D1D2BB9D2E4E74E9","需要人工归属确认"
"src/master/MainUI/Procedure/Test/压力调整阀/B11_VoltageSideTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","5261","FB66559C074A040D70DDA268A842AF13EED7214FC197F4DDDE53E5ADB61A5B5D","需要人工归属确认"
"src/master/MainUI/Procedure/Test/BaseTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","19562","52CE9B13B91AC536B1D716A84EF1A69D0AB70D780575DC4E4C35C7EF28218975","需要人工归属确认"
"src/master/MainUI/Procedure/Test/GeneralBaseTest.cs","application-core","XXX.TestBench.Core;UnitTests;IntegrationTests","Port","15508","EE3D2B849611837DF0C5331F879E717C00E08884CF5507BB4678EB4A3E105B01","需要人工归属确认"
"src/master/MainUI/Procedure/TestFrm/FrmDetermination.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","1191","F51262D61814DF90870DC6BF42EC9B288880A2E18650AC51DCB669492CFBF1C3","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/TestFrm/FrmDetermination.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","9126","6F8B1EF7B6AD612D7E838BD6B6E486B7A5554759772EC77B2418CCDF473D6FE6","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/TestFrm/FrmDetermination.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/TestFrm/FrmVoltageSide.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","1176","E4560CACED3CBC2FD4DC5619B29F904FB7801042EA7ED1FB1413625ECB25EB67","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/TestFrm/FrmVoltageSide.designer.cs","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","6598","8DF5938C18090944D868BCD2D7AF4FAF9B38B273F050D1EC5F2C1571356C39A0","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/TestFrm/FrmVoltageSide.resx","ui-shell","XXX.TestBench.Avalonia;HeadlessUi.Tests","Port","5745","D679C8DE86CCB99ED1F69895706946EC8B2E9EED458DD6D7B8D5144CB3BB3CF5","WinForms/Designer/resx 证据；按行为合同重建，不机械复制控件"
"src/master/MainUI/Procedure/ucBaseManagerUI.cs","build-distribution","all projects;release packaging","Port","4833","A63AE5F6DA7A492625FB8782A016831EDCAA87160C2E11BB4DD6B1A9425D07C0","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucBaseManagerUI.designer.cs","build-distribution","all projects;release packaging","Port","1380","C3432F7D882DE10456F6ACCFAB7624E3AB78AB4C58E8F1FEF1720DC961AA8D33","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucBaseManagerUI.resx","build-distribution","all projects;release packaging","Replace","5814","031312DD30D0F17BD38DB27EB7353672D378567347C872461D281EF158C70B5A","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/UCCalibration.cs","build-distribution","all projects;release packaging","Port","15814","D604A13C4E7AF157FB1A61F4E6C185B191BBC56564BEF9AF263F6C6096873AC5","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/UCCalibration.designer.cs","build-distribution","all projects;release packaging","Port","8669","3C2DC61311CA86E199FD698015F0B95F41FD3F6E20DF558355524FBB9FBC8C43","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/UCCalibration.resx","build-distribution","all projects;release packaging","Replace","17700","B4AF1A5F34D02D50E4E582AA00156A0266BA315DDB39138B92862EC327C8E3DC","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucItemConfiguration.cs","build-distribution","all projects;release packaging","Port","7944","B677F469E792FE286CFA10C51BFCC05EF01B13D8EA950B71E7CFBF464C147E11","构建/发布证据；重新建立跨平台项目和离线发布物"
"src/master/MainUI/Procedure/ucItemConfiguration.Designer.cs","build-distribution","all projects;release packaging","Port","14794","DF9C22AF28984C0EFD87AC31AD1E2DEE1AC2C7721A0B3C9D532B7F5DFD6CC438","构建/发布证据；重新建立跨平台项目和离线发布物"
