"LogicalPoint","SourcePath","SourceEvidence","PointKind","PhysicalAddress","Transport","ValueType","LegacySubscription","SourceCapability","LegacyRead","LegacyWrite","ScopeStatus","TargetNodeId","TargetDataAccess","TargetWriteEntry","WritePreconditions","ReadbackOrFailure","FirstSlice","Notes"
"SMART.PLC.DI.MDI11","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V1.3","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI11","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI12","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V1.4","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI12","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI13","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V1.5","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI13","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI14","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V1.6","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI14","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI15","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V1.7","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI15","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI16","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V2.0","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI16","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI17","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V2.1","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI17","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI18","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V2.2","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI18","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI19","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V2.3","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI19","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI20","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V2.4","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI20","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI21","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V2.5","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI21","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI22","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V2.6","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI22","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DI.MDI23","Modules/DIGrp.cs","DIGrp.cs:19-27,43-53","Digital input","V2.7","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DI.MDI23","ReadOnlyDataVariable","none (P2); any future write requires signed safety decision","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Physical input; old index setter can call Write, but target remains read-only until an explicit electrical decision"
"SMART.PLC.DO.CDO00","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V50.0","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO00","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO01","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V50.1","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO01","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO02","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V50.2","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO02","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO03","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V50.3","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO03","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO04","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V50.4","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO04","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO05","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V50.5","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO05","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO06","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V50.6","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO06","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO07","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V50.7","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO07","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO08","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V51.0","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO08","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO09","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V51.1","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO09","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO10","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V51.2","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO10","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO11","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V51.3","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO11","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO12","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V51.4","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO12","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO13","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V51.5","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO13","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO14","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V51.6","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO14","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO15","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V51.7","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO15","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO16","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V52.0","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO16","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO17","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V52.1","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO17","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO18","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V52.2","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO18","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO19","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V52.3","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO19","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO20","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V52.4","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO20","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO21","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V52.5","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO21","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO22","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V52.6","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO22","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO23","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V52.7","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO23","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO24","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V53.0","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO24","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO25","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V53.1","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO25","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO26","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V53.2","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO26","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO27","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V53.3","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO27","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO28","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V53.4","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO28","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO29","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V53.5","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO29","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO30","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V53.6","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO30","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.DO.CDO31","Modules/DOGrp.cs;Procedure/Test/GeneralBaseTest.cs","DOGrp.cs:19-63; GeneralBaseTest.cs:193-376","Digital output","V53.7","S7-200/S7-1200 via S7NetPlus","Boolean","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.DO.CDO31","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","All writes must be controlled methods with interlock, generation, timeout and readback"
"SMART.PLC.TestCon.Test00","Modules/TestConGrp.cs;ucHMI.cs","TestConGrp.cs:54-69; ucHMI.cs:723-741,986-1022","Test control","VW1030","S7-200/S7-1200 via S7NetPlus","Variant","yes","yes","yes","yes","ActiveLegacy","SMART.PLC.TestCon.Test00","ReadOnlyDataVariable","Gateway.Commands.WriteTag (P3, signed)","UA certificate identity; operator permission; quality Good; expected connection generation; business interlock; timeout; no active conflicting test","Immediate typed failure on permission/quality/generation/disconnect/timeout/readback mismatch; no queue, retry or replay; audit result","no","Test00 is the manual/automatic mode contract; exact PLC type conversion must be confirmed"
